@relation dataset

@attribute rural/urban {0, 1, 2}
@attribute totalnumberofgood real
@attribute totalnumberoflivable real
@attribute totalnumberofdilapidated real
@attribute totalnumberofresidencehouseholds real
@attribute totalnumberofresidencegood real
@attribute totalnumberofresidencelivable real
@attribute totalnumberofresidencedilapidated real
@attribute totalnumberofresidencecumother real
@attribute numberofresidencecumgood real
@attribute residence_cum_livable real
@attribute residence_cum_dilapidated real
@attribute material_roof_gtbw real
@attribute material_roof_pp real
@attribute material_roof_hmt real
@attribute material_roof_mmt real
@attribute material_roof_bb real
@attribute material_roof_ss real
@attribute material_roof_gmas real
@attribute material_roof_concrete real
@attribute material_roof_aom real
@attribute material_roof_gtb real
@attribute material_roof_pp1 real
@attribute material_roof_mub real
@attribute material_roof_wood real
@attribute material_wall_snpwm real
@attribute material_wall_spwm real
@attribute material_wall_gimas real
@attribute material_wall_bb real
@attribute material_wall_concrete real
@attribute material_wall_aom real
@attribute material_floor_mud real
@attribute material_floor_wb real
@attribute material_floor_bb real
@attribute material_floor_stone real
@attribute material_floor_cement real
@attribute material_floor_mf real
@attribute material_floor_aom real
@attribute dwelling_r_ner real
@attribute dwelling_r_or real
@attribute dwelling_r_tr real
@attribute dwelling_r_th_r real
@attribute dwelling_r_fr real
@attribute dwelling_r_fi_r real
@attribute dwelling_r_sra real
@attribute h_size_1 real
@attribute h_size_2 real
@attribute h_size_3 real
@attribute h_size_4 real
@attribute h_size_5 real
@attribute h_size_6_8 real
@attribute h_size_9 real
@attribute o_status_o real
@attribute o_status_r real
@attribute o_status_ao real
@attribute married_c_n real
@attribute married_c_1 real
@attribute married_c_2 real
@attribute married_c_3 real
@attribute married_c_4 real
@attribute married_c_5 real
@attribute dw_tfts real
@attribute dw_tfus real
@attribute dw_cw real
@attribute dw_uw real
@attribute dw_handpump real
@attribute dw_tb real
@attribute dw_spring real
@attribute dw_rc real
@attribute dw_tpl real
@attribute dw_os real
@attribute within_premises real
@attribute near_premises real
@attribute away real
@attribute msl_electricty real
@attribute msl_kerosene real
@attribute msl_se real
@attribute msl_oo real
@attribute msl_ao real
@attribute msl_nl real
@attribute latrine_premise real
@attribute latrine_pss real
@attribute latrine_st real
@attribute latrine_os real
@attribute pit_latrine_svi real
@attribute pit_latrine_sop real
@attribute disposed_drain real
@attribute service_latrine_nrh real
@attribute service_latrine_nsa real
@attribute h_latrine_premoses real
@attribute alternative_source real
@attribute alternative_source_open real
@attribute households_bathroom real
@attribute households_ewr real
@attribute households_no real
@attribute waste_water_cd real
@attribute waste_water_od real
@attribute waste_water_nd real
@attribute cooking_fw real
@attribute cooking_cr real
@attribute cooking_cc real
@attribute cooking_clc real
@attribute cooking_kerosene real
@attribute cooking_lpg_png real
@attribute cooking_electricity real
@attribute cooking_biogas real
@attribute cooking_ao real
@attribute cooking_nc real
@attribute cooking_ih real
@attribute has_kitchen real
@attribute dnhk real
@attribute cooking_oh real
@attribute has_kitchen1 real
@attribute dnh_kitchen real
@attribute no_cooking real
@attribute tnhab real
@attribute assets_rt real
@attribute assets_tel real
@attribute assets_cl_wi real
@attribute assets_clwi real
@attribute assets_tm_lo real
@attribute assets_tm_mo real
@attribute assets_tm_both real
@attribute assets_bicycle real
@attribute assets_smm real
@attribute assets_cjv real
@attribute household_tv_lp real
@attribute none_as real
@attribute permanents real
@attribute semi_permanent real
@attribute total_temporary real
@attribute serviceable real
@attribute non_serviceable real
@attribute unclassifiable real
@attribute contition_t_total real
@attribute contition_t_good real
@attribute contition_t_livable real
@attribute contition_t_dilapidated real
@attribute contition_r_total real
@attribute residence_good real
@attribute residence_livable real
@attribute residence_dilapidated real
@attribute residence_cum_other real
@attribute residence_cum_good real


@data
2,65.9,29.7,4.4,?,?,?,4.2,8.3,5.5,?,?,?,0.5,3.9,?,63.4,?,?,?,?,1.6,0.5,8.2,?,1.7,?,0.1,81.2,0.9,?,?,?,10.2,?,?,?,0.0,?,?,29.5,19.7,14.3,?,?,?,5.3,?,16.0,?,?,16.4,80.7,15.0,?,10.6,?,17.6,6.2,?,0.8,47.9,?,?,0.9,?,6.6,0.1,?,0.2,?,?,?,?,84.1,14.9,?,?,?,?,?,?,49.6,?,?,?,0.4,?,0.3,?,?,?,66.4,14.9,?,44.7,?,10.0,30.0,2.0,?,?,?,63.3,?,?,0.1,?,?,?,?,?,?,?,0.3,?,?,?,?,?,?,72.4,?,66.4,?,?,9.2,4.7,84.3,?,4.9,3.4,?,?,?,?,?,?,?,?,?,4.2,?,5.5
?,29.7,61.7,?,?,28.9,60.0,8.4,?,?,?,?,42.6,?,?,0.7,37.4,?,4.1,?,0.6,?,0.5,?,0.1,0.6,1.0,?,47.1,?,?,92.4,?,3.1,0.2,4.0,?,0.1,?,42.7,33.3,11.5,5.2,1.7,?,?,9.5,?,?,15.2,?,?,?,?,?,9.5,67.9,?,4.5,1.3,0.5,15.1,16.6,?,?,?,0.1,?,0.0,0.0,0.3,52.1,39.3,8.6,9.8,89.1,0.5,?,?,?,10.5,?,5.9,1.3,?,?,0.1,0.0,?,89.5,0.6,?,?,?,65.6,?,?,67.2,?,17.2,4.0,?,0.2,?,0.1,0.1,0.0,?,94.1,?,76.0,?,2.1,3.7,0.1,66.1,28.8,8.8,0.3,?,?,?,1.0,68.2,7.5,2.0,?,?,?,?,37.5,22.2,?,?,?,?,61.7,?,?,?,?,8.4,?,0.8
1,?,60.2,8.4,?,?,?,?,?,?,1.7,0.2,?,?,11.7,?,39.9,?,4.2,?,0.6,?,0.5,?,0.1,?,?,0.1,49.6,0.2,?,88.0,0.3,4.0,?,?,?,?,?,42.2,33.1,?,5.4,1.8,?,3.3,9.2,10.1,13.5,15.3,?,?,?,?,?,?,?,16.2,?,1.3,0.5,?,?,?,1.4,?,0.4,?,?,?,0.3,54.9,37.0,8.1,?,?,?,0.2,?,0.2,?,1.9,?,1.5,?,?,?,0.1,?,84.3,0.7,?,10.6,?,?,4.6,?,62.8,?,?,?,0.1,0.4,?,?,0.1,?,0.2,94.3,?,73.4,?,?,?,0.2,?,?,?,0.5,5.5,2.4,?,?,66.8,8.7,?,0.6,?,?,?,?,?,14.2,2.9,100.0,?,?,8.4,97.1,30.4,?,8.2,2.9,1.0
?,52.3,?,5.7,?,?,39.6,?,6.2,3.7,2.4,0.2,?,1.4,9.1,?,70.6,1.7,5.1,?,?,2.1,0.5,11.8,0.1,1.4,?,?,?,0.4,2.0,35.0,?,?,0.9,?,?,0.1,?,37.0,?,14.1,8.1,2.9,3.3,?,?,?,13.7,?,36.6,16.6,?,8.3,?,?,?,?,?,?,0.5,24.1,?,?,?,65.3,4.0,?,?,0.0,1.2,?,?,?,?,?,0.1,0.3,0.3,?,?,12.1,?,?,3.5,?,?,?,?,?,1.2,?,?,?,24.8,?,69.1,?,?,3.1,?,0.2,3.7,?,?,0.2,?,0.4,?,54.3,42.7,2.6,0.7,?,?,?,27.2,51.6,2.1,?,4.2,?,3.2,?,23.8,5.3,3.6,16.7,?,11.2,?,5.3,1.6,2.5,?,52.3,42.0,?,?,48.6,?,5.5,6.2,3.7
0,?,56.2,6.8,95.0,35.0,53.4,?,?,2.0,2.8,0.3,35.0,0.3,7.8,0.3,53.5,0.7,1.4,?,?,13.5,0.3,23.9,0.1,?,0.4,?,57.9,0.3,2.9,92.9,?,?,?,?,0.1,?,?,35.3,36.7,13.9,?,?,2.4,3.7,?,9.6,12.8,?,?,?,98.8,?,?,9.5,?,19.4,?,?,0.9,19.5,20.2,0.7,?,52.9,?,?,?,?,0.2,?,?,?,?,?,0.6,0.4,0.1,?,10.4,?,4.6,?,?,?,?,?,?,89.6,?,?,6.1,32.4,?,2.1,31.1,?,79.0,?,?,?,0.1,1.6,0.1,0.0,?,0.1,93.2,?,?,?,?,?,?,72.5,27.9,?,0.3,?,1.6,?,1.3,72.7,?,?,0.3,?,?,?,?,17.4,?,3.2,100.0,?,?,?,95.0,?,?,?,5.0,?
1,?,?,6.9,94.8,?,?,?,?,2.1,2.8,0.3,?,?,7.6,0.3,?,?,1.4,?,0.3,13.1,?,?,0.1,?,?,?,?,?,?,91.2,?,?,?,5.0,0.1,?,?,35.1,36.5,?,?,?,2.5,3.7,?,9.5,12.7,14.5,?,?,98.6,?,?,9.6,?,?,?,2.0,0.9,?,?,0.7,?,?,?,0.0,?,?,0.2,?,?,?,?,?,?,?,?,0.1,12.0,1.2,?,1.9,1.9,0.8,0.2,?,?,88.0,?,?,7.2,32.2,60.5,?,?,65.1,?,10.4,?,0.1,0.1,?,0.1,0.0,0.0,?,93.2,?,75.0,6.7,2.3,?,0.1,?,?,8.6,0.3,5.1,?,?,?,?,8.6,?,?,15.4,55.1,11.9,29.8,?,?,3.2,100.0,37.5,?,?,?,?,?,6.7,5.2,2.1
?,52.5,37.5,?,89.6,?,?,9.5,?,7.4,?,0.4,?,?,2.1,?,?,2.8,?,0.8,0.3,?,?,16.3,0.1,?,?,0.0,76.3,?,?,?,?,?,0.3,38.8,0.7,0.1,2.8,?,30.4,16.5,?,?,?,3.7,7.0,?,?,?,37.3,?,92.5,?,2.3,?,62.3,17.8,7.0,?,?,51.1,?,0.3,0.9,?,0.1,?,0.0,?,?,77.6,15.7,?,55.4,43.5,0.5,0.1,0.2,?,63.0,12.1,?,1.9,2.9,?,?,0.0,0.1,37.0,?,35.8,?,?,?,?,?,13.5,64.7,?,?,?,1.0,?,?,0.1,?,0.5,92.2,?,54.1,?,?,?,?,?,?,?,1.0,4.4,?,58.2,?,53.5,17.1,?,?,?,75.1,8.5,13.6,?,?,?,100.0,?,?,?,?,?,?,9.5,10.4,7.4
0,36.6,?,6.7,?,?,?,?,5.2,1.7,3.1,?,?,0.2,?,0.1,73.6,?,1.4,1.0,?,10.1,0.3,?,0.2,?,0.7,0.0,71.3,?,4.1,?,0.2,?,0.2,7.8,0.1,?,4.0,?,32.4,?,?,?,5.4,3.4,7.0,?,?,?,36.2,?,98.8,0.7,?,9.1,56.0,21.9,?,?,1.6,13.0,13.1,?,4.2,?,?,0.0,0.1,0.1,0.3,?,34.6,?,?,86.2,?,?,?,0.1,?,?,?,?,?,0.5,?,?,0.1,89.8,0.5,89.3,?,?,58.5,3.8,33.7,62.6,?,?,10.9,?,0.2,?,?,?,?,?,?,21.0,?,7.3,2.8,?,0.1,82.6,24.3,7.5,0.3,4.3,?,?,1.1,?,11.0,1.7,0.3,?,?,7.4,17.6,7.9,?,?,100.0,36.6,56.7,6.7,94.8,34.9,53.6,?,?,1.7
1,?,55.5,?,?,?,?,?,?,?,3.2,0.3,19.0,?,2.5,?,74.6,0.8,?,1.1,?,?,0.3,?,?,0.8,?,0.0,?,0.4,?,82.8,?,?,?,?,0.2,?,?,?,?,?,?,4.3,?,?,6.9,?,?,?,36.2,23.4,98.1,?,0.6,?,56.5,?,?,?,?,13.9,12.9,?,?,68.2,?,0.0,0.1,?,0.4,?,?,?,?,?,?,0.1,0.1,0.1,15.0,?,?,1.1,?,?,?,0.0,?,?,0.5,?,12.3,31.8,?,?,36.3,58.4,?,9.7,10.1,0.1,?,5.1,0.1,?,0.1,?,92.9,?,?,?,?,4.3,?,?,24.3,?,0.5,4.3,1.6,57.8,?,?,11.8,1.9,0.5,?,71.6,?,?,?,9.1,?,?,?,55.5,6.5,?,?,?,6.2,?,2.0
2,?,?,?,?,49.8,37.0,?,9.3,5.6,3.6,0.1,?,0.6,?,0.4,?,1.6,2.1,?,0.3,?,?,7.1,?,0.9,?,0.0,?,0.4,4.5,23.9,?,14.6,0.7,58.7,1.8,?,2.2,23.3,?,19.4,13.0,?,?,?,?,7.4,?,?,?,?,?,8.3,2.1,9.9,?,18.3,6.7,2.1,?,24.7,9.6,0.2,?,63.6,0.6,?,?,0.1,?,?,?,?,?,?,?,?,0.1,?,71.9,5.9,59.5,?,2.3,?,?,?,0.0,?,?,27.0,53.9,20.9,25.2,24.0,?,?,51.3,2.5,0.7,?,4.9,40.0,0.1,?,0.1,0.3,?,?,44.8,?,?,1.7,?,?,?,?,2.1,?,?,63.1,3.1,56.3,21.0,?,?,?,?,5.1,?,?,?,?,?,?,40.5,4.1,?,49.8,?,?,9.3,5.6
?,37.6,?,11.3,96.8,?,?,11.1,?,1.3,?,0.2,?,?,?,?,?,0.7,?,0.9,0.5,13.4,?,16.3,?,?,0.8,?,?,0.6,?,86.2,?,5.5,?,?,?,0.1,5.4,30.3,32.2,14.7,9.0,?,4.7,?,?,7.4,?,14.1,36.6,?,98.5,?,?,9.6,56.0,?,?,?,?,?,?,0.4,0.6,63.9,0.2,?,0.1,?,0.5,?,42.8,5.9,?,?,0.3,?,0.1,?,7.9,1.0,4.6,?,0.8,?,?,0.0,?,?,0.6,91.5,12.2,?,56.2,5.2,?,?,?,?,7.9,0.1,?,4.8,0.1,0.1,?,?,?,25.6,60.5,13.6,?,8.8,0.3,80.0,?,11.2,0.5,4.9,2.1,?,?,79.1,12.5,?,0.5,9.5,?,?,23.3,10.4,?,?,100.0,?,?,11.3,?,?,?,11.1,?,1.3
?,?,49.9,?,?,?,48.2,10.7,?,1.5,?,?,?,0.4,?,?,?,?,?,?,0.5,12.6,?,15.6,?,0.9,?,?,?,?,?,81.7,0.3,?,0.2,11.3,0.4,0.1,?,29.8,?,?,9.2,?,?,3.2,6.6,7.5,11.6,14.3,?,?,97.3,1.8,0.8,?,56.6,21.7,?,2.7,1.2,20.8,?,0.4,0.5,?,0.3,?,0.1,?,0.4,?,40.6,5.6,19.4,79.8,0.3,?,0.1,?,12.5,2.0,7.8,0.9,0.9,?,0.2,0.0,0.2,?,?,86.8,?,30.8,53.6,6.9,39.7,53.4,?,?,7.4,0.1,0.5,8.5,0.1,0.1,0.2,?,?,?,58.7,?,?,?,?,?,32.2,?,?,?,?,?,?,78.0,?,2.4,0.9,?,62.3,?,?,?,?,?,?,?,?,?,96.6,?,48.2,?,?,1.5
2,63.0,32.5,4.4,92.7,58.2,30.3,4.3,7.3,?,?,0.2,5.1,1.0,?,0.2,?,2.2,?,?,0.4,1.9,?,5.5,?,?,?,?,80.1,?,?,?,0.3,12.8,?,?,?,0.1,2.4,23.5,33.6,17.2,?,?,5.7,?,?,?,?,?,?,16.3,81.0,15.6,3.4,11.2,?,?,?,1.6,0.6,40.7,?,?,0.1,49.4,?,?,0.1,?,0.3,?,?,1.4,80.9,?,?,?,0.2,0.5,77.1,?,53.3,?,?,?,1.2,?,?,22.9,?,21.5,64.2,19.1,?,?,?,?,31.5,2.2,?,?,4.2,60.5,?,?,?,?,?,64.4,?,2.2,1.0,?,0.4,?,31.1,61.7,4.6,?,?,69.9,6.2,?,35.5,?,7.3,8.1,?,5.3,?,?,1.8,6.9,?,63.0,32.5,4.4,?,58.2,30.3,4.3,7.3,4.8
?,48.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.6,7.1,0.5,?,?,11.5,0.1,1.0,?,0.0,?,0.7,?,?,0.3,3.4,?,?,?,0.1,?,28.4,?,15.9,?,4.2,6.3,?,?,?,9.3,?,?,?,98.4,?,?,?,?,?,?,?,1.6,?,?,?,?,?,0.1,?,?,?,0.7,44.9,?,?,22.2,76.9,?,0.3,0.1,0.1,10.4,1.3,?,?,?,0.4,?,?,0.2,89.6,?,?,9.8,28.2,?,4.8,?,?,?,?,24.6,0.1,?,5.1,0.1,0.2,?,?,?,?,?,12.6,?,8.0,?,78.6,?,13.3,?,?,?,68.6,1.5,?,13.5,2.4,0.5,9.2,75.5,?,?,5.4,?,?,100.0,?,?,6.6,96.2,46.9,42.8,?,?,1.6
?,?,44.2,?,95.9,47.3,?,?,4.1,?,?,?,?,0.4,5.0,?,71.1,?,1.6,7.0,?,?,0.4,?,?,?,?,0.0,76.8,0.7,?,84.6,0.3,3.9,0.3,10.6,0.3,0.1,?,28.4,31.8,?,10.7,?,6.3,3.1,?,?,?,?,?,?,98.1,?,?,?,?,?,9.1,3.3,?,?,?,?,0.2,56.0,0.2,?,?,?,0.7,46.2,44.9,8.9,24.7,?,?,?,0.1,?,12.7,1.6,7.3,1.5,1.6,?,?,?,?,?,?,86.3,?,28.1,?,?,40.0,?,?,?,?,?,?,?,?,?,?,?,?,19.8,67.6,?,?,7.8,?,78.1,?,?,0.6,5.9,2.7,68.6,?,75.0,14.0,2.6,?,9.4,?,9.9,?,5.3,?,?,?,49.3,?,?,?,?,42.2,6.3,4.1,?
2,?,?,?,91.3,53.2,32.9,?,8.7,6.2,2.5,?,7.0,0.6,?,0.2,80.9,1.4,?,?,?,?,?,?,0.2,1.5,2.5,0.1,79.5,0.9,?,45.8,?,?,?,?,?,0.0,3.7,?,30.2,15.1,?,?,?,3.2,?,7.0,?,?,36.5,?,93.2,5.4,?,?,60.3,19.5,6.5,?,?,30.7,14.5,?,0.0,51.5,1.5,?,0.1,0.2,?,?,26.6,?,?,?,?,?,0.2,0.2,?,6.2,?,2.7,4.4,?,?,0.3,0.3,53.1,?,51.2,35.3,25.8,?,?,50.4,?,?,?,4.2,?,?,33.2,?,?,0.1,0.5,?,39.4,?,8.5,?,4.8,?,70.9,25.1,41.6,?,7.3,4.2,?,?,60.8,?,4.8,2.7,11.5,82.0,8.0,?,2.7,?,?,100.0,?,?,5.2,?,?,32.9,5.1,8.7,6.2
?,?,40.3,?,?,?,?,9.7,3.6,?,?,?,19.2,?,4.3,0.2,?,0.7,?,?,0.4,?,0.4,?,?,?,0.6,0.0,74.4,0.4,?,87.3,?,4.2,?,?,0.2,0.1,?,?,31.3,15.0,9.9,?,5.5,3.1,5.6,6.3,10.2,?,?,23.1,98.7,0.8,?,9.0,?,22.8,8.5,2.9,1.3,17.2,?,0.4,?,65.6,?,?,?,?,?,49.2,?,6.8,25.4,?,?,0.3,?,?,13.1,?,7.4,?,1.9,?,0.2,?,0.1,?,?,?,13.0,?,56.3,?,?,?,63.5,13.4,15.3,0.1,?,?,?,0.1,?,0.2,86.6,?,?,13.2,?,8.0,0.2,88.4,26.6,17.6,0.7,?,?,68.6,?,82.5,16.1,2.6,?,?,71.2,?,14.3,?,7.1,?,100.0,49.7,40.3,10.0,?,47.9,38.8,?,?,?
?,?,?,?,96.1,?,38.4,9.5,3.9,2.1,?,?,?,0.3,?,0.2,?,0.8,1.8,?,?,7.3,?,10.7,?,0.9,?,?,74.9,?,4.7,84.0,0.3,?,0.3,10.3,?,?,4.2,29.2,?,15.2,?,?,?,3.1,5.6,?,?,14.2,37.6,22.8,98.0,?,?,?,55.7,22.7,?,2.9,?,?,15.2,?,0.2,?,?,?,?,?,0.7,?,?,?,28.5,?,0.3,?,0.2,0.1,16.4,1.9,10.1,?,?,0.6,?,0.0,0.1,83.6,?,?,15.6,29.9,?,?,34.6,57.1,?,?,?,0.1,?,?,0.1,?,0.3,?,87.1,28.1,59.0,12.7,?,?,0.2,?,?,?,?,7.1,3.0,?,?,81.5,17.5,?,1.3,?,71.9,?,?,6.9,?,?,100.0,50.1,40.1,?,?,?,?,?,3.9,?
2,?,35.7,?,?,51.3,?,?,?,6.1,?,?,?,?,?,?,?,1.2,4.6,?,0.5,?,0.3,5.9,0.2,?,?,?,?,?,5.7,27.8,0.3,?,1.8,?,5.6,0.1,?,21.2,?,18.9,?,6.0,8.8,?,4.7,7.1,?,?,35.4,?,86.9,10.9,?,9.0,?,21.5,?,?,0.9,29.1,?,?,0.2,?,2.8,?,?,0.2,?,?,16.1,3.0,80.8,?,?,?,1.5,?,?,?,?,2.1,1.7,0.9,?,?,0.2,?,3.2,24.8,60.5,15.8,23.8,32.0,?,16.9,27.9,?,?,0.3,?,?,0.0,0.7,1.4,0.6,?,?,?,?,?,?,0.6,82.2,22.0,65.3,4.4,?,5.4,69.8,4.7,?,?,9.4,?,7.2,83.4,?,4.5,2.5,2.0,?,?,?,35.7,6.8,89.7,51.3,31.8,6.6,?,?
0,46.4,?,10.2,?,?,42.1,?,?,?,1.3,?,19.0,?,6.6,0.3,?,1.2,?,?,0.7,?,0.5,?,?,0.9,?,?,73.6,?,2.8,90.4,0.3,?,?,?,?,?,?,?,31.7,14.5,9.7,3.9,5.6,?,?,?,?,?,?,24.9,?,?,?,7.3,55.1,?,?,3.2,?,21.7,?,?,0.2,63.7,0.2,0.0,?,?,0.6,?,?,7.5,?,?,0.3,0.3,?,?,12.3,?,?,?,2.1,0.6,0.2,?,0.2,?,?,86.7,12.6,33.5,?,?,43.7,48.8,59.0,?,7.5,0.1,0.2,?,?,?,?,?,?,21.3,?,10.7,3.8,?,?,81.7,?,?,?,6.7,2.8,71.4,1.4,79.1,14.1,?,?,7.6,70.7,11.1,?,?,6.7,3.4,100.0,?,43.4,10.2,?,?,42.1,?,2.7,1.2
1,?,43.0,?,?,45.5,?,?,?,?,?,0.2,?,?,?,0.3,64.1,?,?,6.0,0.7,?,0.5,?,0.1,1.0,0.7,?,?,0.4,2.8,?,0.3,?,0.2,7.8,0.3,0.0,3.5,?,31.5,?,9.8,3.9,?,?,?,5.7,9.6,?,38.8,24.8,?,?,?,?,55.5,?,9.4,?,?,?,?,?,?,62.2,?,0.0,0.1,?,?,50.4,?,7.2,30.8,?,0.3,?,?,?,?,?,?,?,2.2,0.6,0.3,0.0,?,85.0,?,?,14.4,33.4,?,?,45.4,?,?,?,?,0.2,?,?,?,?,?,?,89.6,22.8,?,10.2,3.6,?,0.2,?,?,19.1,0.8,6.9,?,71.4,?,78.0,14.7,?,?,7.8,?,10.9,14.3,7.9,6.4,?,?,47.0,?,?,?,45.5,?,?,?,?
?,?,37.9,?,90.0,49.3,?,?,10.0,6.4,?,?,9.1,?,3.6,0.2,73.1,?,4.8,?,0.6,?,0.5,11.2,0.0,?,?,?,?,?,3.7,52.1,?,?,0.8,35.2,?,?,?,?,?,?,11.2,?,6.6,?,4.9,5.8,?,?,?,24.1,91.7,?,?,8.6,?,19.6,?,2.7,1.1,?,13.2,0.4,?,?,7.6,0.1,?,?,?,?,?,?,67.9,?,?,?,0.1,?,?,?,30.0,4.0,?,?,?,?,0.5,50.3,?,?,38.3,?,?,17.8,68.4,13.8,49.5,?,?,0.9,2.4,?,?,?,1.3,?,?,?,53.7,4.6,?,3.1,?,?,?,?,?,8.8,3.6,?,?,64.6,22.6,?,?,10.3,?,8.4,7.7,5.5,?,?,?,55.7,?,6.4,90.0,?,34.5,6.1,?,?
?,?,?,?,96.6,?,49.5,?,3.4,1.3,1.9,?,17.9,0.5,?,0.8,43.3,?,3.9,?,?,10.6,0.4,11.4,?,0.9,1.0,0.1,71.1,?,?,87.2,?,?,0.5,?,0.2,0.1,2.8,33.0,34.6,13.0,9.0,?,4.6,2.2,?,6.0,?,?,38.7,?,?,0.8,?,6.4,?,23.9,8.3,?,1.0,?,24.1,?,?,51.7,?,?,?,?,?,45.5,?,?,19.4,?,0.7,?,?,0.1,?,?,8.6,?,2.6,?,0.2,?,0.3,?,1.0,82.3,11.7,31.9,56.3,6.6,?,61.0,68.8,?,?,?,?,?,0.1,0.1,0.1,?,?,25.5,?,?,6.8,?,?,?,?,18.4,?,?,2.6,?,1.3,81.4,11.7,2.0,0.6,?,69.8,10.9,?,?,?,?,?,39.8,51.4,8.8,96.6,?,49.5,8.5,3.4,?
?,?,50.8,?,?,?,?,8.4,?,?,?,?,?,?,7.1,?,?,?,?,19.7,?,?,?,?,0.1,0.9,?,0.1,?,?,?,84.7,0.3,3.9,0.5,?,0.3,0.1,2.8,?,?,?,9.2,?,4.8,?,5.7,?,11.8,17.9,?,?,?,1.1,?,6.5,?,?,?,2.4,1.0,?,23.6,0.4,0.1,51.5,0.4,?,0.1,0.1,?,?,?,?,?,77.1,0.7,0.3,?,?,?,2.2,10.5,2.1,?,0.8,?,?,0.3,?,1.1,?,13.3,31.7,54.9,7.2,33.9,?,67.8,21.0,4.6,?,0.3,5.6,?,?,?,0.2,84.1,26.7,57.4,15.7,?,9.1,?,82.5,14.9,?,0.6,?,?,?,?,?,12.4,?,0.7,?,70.4,?,14.4,5.0,?,4.5,?,40.6,?,?,?,39.1,?,8.4,3.7,1.5
?,?,39.3,?,?,?,?,?,?,5.5,3.8,0.2,?,0.7,?,0.4,?,?,?,?,?,?,?,6.3,0.1,0.9,?,0.1,81.4,?,4.6,?,?,?,?,?,?,?,?,25.1,30.7,16.4,?,?,?,?,?,?,13.5,?,?,?,?,?,1.5,7.8,?,21.0,6.7,2.1,?,?,?,0.3,0.0,?,5.3,0.1,0.2,?,?,78.1,18.9,?,66.7,32.2,?,0.5,?,?,?,6.8,?,?,3.4,0.4,?,0.0,0.2,41.6,?,?,43.7,?,?,?,62.1,?,?,?,0.9,?,?,?,?,?,0.1,0.3,93.7,?,?,6.0,1.9,4.1,0.3,74.7,?,52.1,?,7.1,?,?,?,60.5,?,?,?,11.3,81.9,?,6.5,2.3,4.3,?,?,55.0,?,5.8,90.6,?,35.5,?,9.4,?
?,44.3,?,8.9,97.1,43.0,?,?,?,1.3,?,?,14.7,?,?,?,49.0,3.7,?,19.7,?,?,0.5,13.4,?,?,1.5,?,73.2,?,3.2,?,?,?,?,?,0.3,0.1,?,31.7,30.7,13.4,10.1,?,?,2.1,?,5.8,?,?,38.5,21.4,?,?,0.6,7.4,?,23.5,9.2,3.2,1.6,?,11.6,0.4,0.1,?,0.4,?,?,?,0.8,?,?,?,31.8,67.3,0.3,0.2,0.2,0.1,?,?,11.4,1.9,2.1,0.6,?,?,0.3,?,1.4,?,?,?,50.8,?,42.8,47.1,?,13.7,7.9,?,0.3,10.0,0.1,?,0.2,?,?,?,?,?,?,10.0,?,?,?,?,1.0,?,3.3,71.2,1.7,77.2,16.7,2.9,?,?,73.3,10.9,?,?,5.5,?,100.0,?,?,?,?,?,?,8.7,2.9,?
1,?,43.8,?,96.5,?,42.3,7.7,?,1.7,?,0.2,12.8,0.6,5.2,0.5,51.9,?,5.5,?,0.6,5.1,0.5,?,?,1.5,1.8,?,?,?,?,71.8,?,?,0.7,?,?,?,?,29.8,30.4,?,?,4.6,?,?,4.9,6.1,?,16.9,?,20.2,95.9,?,?,7.8,56.5,?,?,?,1.4,?,?,?,?,?,?,?,?,0.1,?,56.2,37.7,?,?,?,?,?,0.2,0.2,?,?,?,?,2.1,0.6,?,0.0,?,69.3,1.7,67.6,?,?,43.9,?,?,?,?,11.4,6.5,?,1.1,21.5,?,0.2,?,0.3,?,?,?,13.3,?,8.5,?,?,?,36.7,?,7.3,?,71.7,2.5,?,22.7,4.4,3.3,7.4,?,10.3,?,?,4.6,4.0,?,?,?,7.9,?,?,?,7.7,3.5,1.7
?,?,?,3.7,?,?,?,3.5,5.7,3.3,?,0.1,4.9,0.7,?,0.5,63.5,4.4,6.4,16.8,0.6,1.4,0.6,?,?,2.3,3.4,0.2,?,1.2,?,?,0.2,8.6,?,59.1,?,0.1,2.4,21.7,29.3,18.5,?,?,7.8,?,4.6,7.5,16.3,19.3,?,15.5,?,?,?,9.2,62.2,19.4,?,1.9,0.7,35.4,8.0,?,?,45.1,?,?,0.1,?,?,?,11.6,2.0,?,11.9,?,0.3,?,0.3,?,21.8,?,?,?,?,0.4,?,?,19.6,?,?,68.7,15.7,?,28.5,?,?,22.8,1.9,?,0.5,?,?,?,?,?,?,95.9,70.9,?,?,1.6,2.2,?,?,29.0,74.1,?,?,7.1,73.9,?,?,?,10.3,?,?,84.2,?,3.1,?,1.0,?,?,?,?,3.7,94.3,61.4,?,?,?,3.3
